Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,北京,16:16,16:16,00:00,-
2,高碑店,17:41,17:43,01:25,89
3,徐水,18:06,18:10,01:48,94
4,保定,18:28,18:32,02:06,99
5,定州,19:09,19:11,02:43,159
6,石家庄,20:03,20:09,03:35,234
7,邢台,21:44,21:46,05:10,395
8,邯郸,22:25,22:28,05:49,451
9,安阳,23:14,23:19,06:35,507
10,鹤壁,23:48,23:51,07:04,548
11,新乡,00:30,00:43,07:43,614
12,焦作,01:33,01:38,08:33,677
13,济源,02:40,02:45,09:35,742
14,汝州,05:22,05:26,12:12,847
15,宝丰,05:57,06:01,12:43,-
16,鲁山,06:21,06:25,13:03,909
17,南阳,07:40,07:44,14:18,1011
18,邓州,08:31,08:35,15:05,1067
19,襄阳,09:36,10:05,16:06,1192
20,荆门,11:36,11:40,17:37,1316
21,石门县北,14:27,14:33,20:24,1493
22,慈利,15:12,15:20,21:03,1535
23,张家界,16:43,16:58,22:26,1611
24,吉首,18:48,18:55,24:16,1736
25,怀化,20:22,20:43,25:43,1839
26,玉屏,22:32,22:40,27:32,1959
27,镇远,23:33,23:38,28:25,2020
28,贵阳,03:31,04:00,32:18,2222
29,六盘水,07:24,07:41,35:42,2471
30,宣威,09:14,09:20,37:15,2602
31,曲靖,10:19,10:23,38:14,2703
32,昆明,12:57,12:57,40:48,2860
