Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,深圳北,----,08:02,00:00,-
2,惠东,08:38,08:40,00:36,88
3,潮阳,09:46,09:48,01:42,279
4,潮汕,10:04,10:08,01:58,305
5,诏安,10:33,10:43,02:23,364
6,漳州,11:21,11:23,03:01,562
7,厦门北,11:42,11:46,03:20,514
8,惠安,12:18,12:20,03:52,603
9,莆田,12:39,12:41,04:11,654
10,福州南,13:11,13:16,04:41,740
11,宁德,13:53,13:55,05:18,828
12,霞浦,14:17,14:19,05:40,887
13,温州南,15:12,15:16,06:33,1034
14,宁波,16:49,16:58,08:06,1309
15,余姚北,17:18,17:29,08:26,1358
16,绍兴东,17:41,17:51,08:38,1363
17,绍兴北,18:03,18:16,08:50,1421
18,杭州东,18:36,18:51,09:10,1411
19,湖州,19:13,19:20,09:32,-
20,宜兴,19:38,19:40,09:50,-
21,溧阳,19:52,19:57,10:02,-
22,溧水,20:13,20:15,10:18,-
23,南京南,20:33,20:33,10:36,-
