Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,武昌,----,09:40,00:00,-
2,汉口,09:59,10:05,00:19,20
3,红安西,10:34,10:36,00:48,92
4,麻城北,10:49,10:59,01:01,131
5,金寨,11:31,11:33,01:33,240
6,六安,11:50,11:52,01:50,292
7,合肥南,12:17,12:23,02:15,379
8,全椒,12:58,13:00,02:50,480
9,南京南,13:21,13:31,03:11,536
10,镇江,14:00,14:02,03:40,610
11,丹阳,14:15,14:17,03:53,638
12,常州,14:32,14:34,04:08,682
13,无锡,14:49,14:51,04:23,721
14,无锡新区,14:59,15:10,04:31,736
15,苏州,15:22,15:24,04:43,763
16,昆山南,15:36,15:38,04:55,777
17,上海虹桥,16:00,16:00,05:17,831
