Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,盐城,07:20,07:20,00:00,-
2,射阳,07:40,07:42,00:20,-
3,阜宁东,07:51,07:53,00:29,-
4,滨海港,08:08,08:10,00:44,-
5,响水县,08:21,08:23,00:55,-
6,连云港,08:55,09:00,01:27,-
7,赣榆,09:16,09:18,01:43,-
8,岚山西,09:36,09:39,02:01,-
9,日照西,09:53,09:59,02:15,-
10,董家口,10:20,10:24,02:36,-
11,青岛西,10:42,10:46,02:54,-
12,高密北,11:22,11:24,03:30,-
13,潍坊北,11:43,11:45,03:49,-
14,青州市北,12:01,12:03,04:05,-
15,临淄北,12:13,12:15,04:15,-
16,淄博北,12:26,12:28,04:26,-
17,章丘北,12:43,12:45,04:41,-
18,济南东,12:58,13:04,04:54,-
19,平原东,13:31,13:36,05:21,-
20,德州东,13:49,13:54,05:34,-
21,天津西,14:49,15:07,06:29,-
22,滨海西,15:31,15:39,06:53,-
23,唐山,15:59,16:05,07:13,-
24,北戴河,16:36,16:38,07:44,-
25,秦皇岛,16:49,16:53,07:55,-
26,山海关,17:07,17:20,08:09,-
27,葫芦岛北,18:05,18:06,08:54,-
28,锦州南,18:23,18:24,09:11,-
29,盘锦,18:58,19:01,09:45,-
30,鞍山西,19:31,19:33,10:15,-
31,辽阳,19:45,19:47,10:27,-
32,沈阳,20:10,20:10,10:50,-
