Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,杭州东,06:52,06:52,00:00,-
2,千岛湖,07:41,07:43,00:49,-
3,黄山北,08:19,08:22,01:25,396
4,上饶,09:02,09:22,02:05,390
5,鹰潭北,09:55,09:57,02:38,487
6,南昌西,10:31,10:35,03:12,631
7,高安,10:51,10:53,03:28,602
8,宜春,11:25,11:27,04:00,807
9,萍乡北,11:44,11:46,04:17,868
10,长沙南,12:16,12:28,04:47,897
11,韶山南,12:51,12:53,05:10,963
12,娄底南,13:10,13:12,05:27,1022
13,邵阳北,13:28,13:30,05:43,1074
14,怀化南,14:11,14:17,06:24,1229
15,三穗,14:55,14:57,07:02,-
16,凯里南,15:22,15:24,07:27,1327
17,贵阳东,15:58,16:05,08:01,-
18,黔西,16:33,16:35,08:29,-
19,毕节,16:57,17:01,08:51,-
20,威信,17:24,17:26,09:14,-
21,乐山,18:44,18:46,10:32,-
22,青神,18:58,19:00,10:44,-
23,彭山北,19:15,19:17,10:59,-
24,成都东,19:44,19:44,11:26,1930
