Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,青岛,----,07:28,00:00,-
2,青岛北,07:46,07:48,00:18,15
3,潍坊,08:43,08:46,01:13,183
4,昌乐,08:58,09:00,01:25,207
5,淄博,09:27,09:30,01:52,283
6,济南,10:17,10:19,02:39,393
7,济南西,10:35,10:41,02:55,413
8,齐河,10:56,10:58,03:10,-
9,禹城东,11:11,11:14,03:23,463
10,平原东,11:24,11:26,03:33,482
11,德州东,11:36,11:38,03:43,505
12,景州,11:54,11:56,03:59,-
13,衡水北,12:12,12:15,04:15,595
14,藁城南,12:40,12:42,04:40,671
15,石家庄,13:02,13:07,05:00,711
16,阳泉北,13:48,13:52,05:41,814
17,太原南,14:39,14:49,06:28,943
18,祁县东,15:13,15:15,06:52,-
19,平遥古城,15:28,15:30,07:05,-
20,临汾西,16:14,16:16,07:49,-
21,侯马西,16:36,16:38,08:09,1235
22,运城北,17:01,17:01,08:32,1299
