Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,昆明南,----,10:05,00:00,-
2,石林西,10:23,10:25,00:18,5
3,弥勒,10:40,10:42,00:33,10
4,普者黑,11:16,11:20,01:07,15
5,珠琳,11:36,11:39,01:23,-
6,百色,12:46,12:50,02:30,30
7,田东北,13:10,13:12,02:50,70
8,平果,13:32,13:36,03:10,75
9,南宁,14:14,14:18,03:48,85
10,南宁东,14:29,14:32,03:59,96
11,贵港,15:13,15:15,04:40,860
12,平南南,15:44,15:46,05:09,519
13,藤县,16:05,16:07,05:28,578
14,梧州南,16:19,16:22,05:40,603
15,云浮东,16:55,16:57,06:13,1145
16,肇庆东,17:17,17:19,06:33,773
17,三水南,17:32,17:34,06:46,798
18,佛山西,17:46,17:52,06:58,1250
19,广州南,18:12,18:12,07:18,689
