Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,厦门,07:12,07:12,00:00,-
2,漳州,07:45,07:47,00:33,55
3,南靖,08:02,08:04,00:48,89
4,龙山镇,08:13,08:15,00:57,104
5,龙岩,08:42,08:46,01:24,169
6,长汀南,09:32,09:34,02:10,184
7,于都,10:11,10:13,02:47,199
8,赣县北,10:30,10:32,03:04,-
9,吉安西,11:12,11:14,03:44,-
10,新干东,11:37,11:39,04:07,-
11,丰城东,11:56,12:02,04:24,-
12,南昌西,12:27,12:30,04:49,719
13,永修,12:51,12:53,05:10,-
14,德安,13:07,13:09,05:24,-
15,庐山,13:25,13:27,05:40,968
16,瑞昌西,13:39,13:41,05:52,-
17,枫林,13:51,14:03,06:02,894
18,阳新,14:15,14:17,06:14,920
19,白沙铺,14:26,14:28,06:23,-
20,黄石北,14:43,14:45,06:38,967
21,葛店南,15:04,15:07,06:57,-
22,武汉,15:23,15:23,07:13,1052
