Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,齐齐哈尔南,07:18,07:18,00:00,-
2,杜尔伯特,07:39,07:40,00:21,67
3,大庆东,08:00,08:02,00:41,63
4,安达,08:11,08:13,00:50,78
5,肇东,08:33,08:35,01:10,142
6,哈尔滨,08:57,09:00,01:32,152
7,哈尔滨西,09:10,09:15,01:42,159
8,双城北,09:30,09:32,01:57,189
9,长春西,10:21,10:23,02:46,399
10,四平东,10:50,10:52,03:13,-
11,铁岭西,11:23,11:24,03:44,770
12,沈阳,11:46,11:49,04:06,690
13,辽阳,12:14,12:17,04:31,-
14,鞍山西,12:29,12:31,04:43,-
15,海城西,12:43,12:45,04:55,-
16,营口东,12:58,13:00,05:08,-
17,鲅鱼圈,13:18,13:20,05:26,-
18,大连北,14:00,14:00,06:06,-
