Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,昆明南,----,08:50,00:00,-
2,弥勒,09:18,09:20,00:28,10
3,普者黑,09:54,09:58,01:02,15
4,珠琳,10:14,10:16,01:18,-
5,广南县,10:33,10:35,01:35,20
6,富宁,10:57,10:59,01:57,25
7,百色,11:37,11:41,02:35,30
8,田阳,11:55,11:59,02:49,65
9,平果,12:25,12:29,03:15,75
10,隆安东,12:39,12:41,03:25,80
11,南宁,13:13,13:18,03:57,85
12,南宁东,13:29,13:33,04:08,96
13,宾阳,13:58,14:00,04:33,236
14,贵港,14:20,14:22,04:53,860
15,桂平,14:42,14:44,05:13,484
16,平南南,14:57,14:59,05:26,519
17,梧州南,15:26,15:29,05:53,603
18,云浮东,16:02,16:04,06:26,1145
19,肇庆东,16:24,16:26,06:46,773
20,三水南,16:39,16:41,06:59,798
21,佛山西,16:53,16:55,07:11,1250
22,广州南,17:15,17:22,07:31,689
23,中山,17:51,17:53,08:00,1353
24,珠海,18:24,18:24,08:31,1399
