Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海南,----,13:40,00:00,-
2,松江,13:59,14:15,00:19,26
3,嘉兴,14:47,14:50,00:51,80
4,海宁,15:10,15:13,01:11,108
5,杭州东,15:55,16:01,01:53,167
6,义乌,17:21,17:24,03:13,312
7,金华,18:05,18:11,03:54,360
8,衢州,19:03,19:08,04:46,446
9,上饶,20:51,20:55,06:29,481
10,鹰潭,22:04,22:10,07:38,597
11,南昌,23:41,23:54,09:09,817
12,阳新,02:37,02:43,11:52,916
13,武昌,05:01,05:15,14:10,1065
14,随州,07:22,07:27,16:17,1282
15,枣阳,08:17,08:22,17:07,1328
16,襄阳,09:06,09:26,17:51,1431
17,谷城,10:18,10:21,18:43,1480
18,武当山,11:04,11:07,19:26,1552
19,十堰,11:25,11:25,19:44,1571
