Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,南宁,----,08:42,00:00,-
2,柳州,11:52,12:11,03:10,789
3,桂林北,13:53,14:02,04:52,315
4,衡阳,17:08,17:20,07:58,965
5,长沙,19:15,19:22,09:53,846
6,岳阳,20:39,20:43,11:10,1635
7,武昌,22:49,23:00,13:16,1513
8,郑州,03:39,03:46,17:55,2049
9,新乡,04:33,04:53,18:42,2466
10,鹤壁,05:24,05:33,19:13,2532
11,安阳,05:58,06:04,19:38,2573
12,邢台,07:05,07:09,20:39,2685
13,石家庄,08:07,08:13,21:37,2457
14,保定,09:23,09:33,22:47,2592
15,张家口,14:29,14:36,27:43,-
16,阳高,16:24,16:40,29:31,-
17,大同,17:33,17:43,30:24,2833
18,集宁南,19:20,19:26,32:01,3361
19,呼和浩特,20:54,21:16,33:29,3519
20,包头东,22:59,23:03,35:12,3668
21,包头,23:20,23:20,35:29,3684
