Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海,----,18:56,00:00,-
2,苏州,19:44,20:06,00:48,91
3,无锡,20:28,20:31,01:10,133
4,常州,20:52,20:55,01:31,172
5,南京,22:06,22:13,02:42,308
6,蚌埠,23:53,23:56,04:22,485
7,徐州,01:16,01:26,05:42,649
8,德州,05:06,05:09,09:22,1086
9,沧州,05:59,06:02,10:12,1199
10,天津,07:19,07:25,11:29,1325
11,唐山,08:39,08:42,12:43,1439
12,北戴河,09:59,10:05,14:00,1565
13,秦皇岛,10:23,10:36,14:18,1587
14,山海关,10:58,11:04,14:40,1603
15,锦州南,12:13,12:22,15:49,1768
16,沈阳北,14:04,14:11,17:31,1991
17,四平,15:41,15:43,19:01,2176
18,长春,16:41,16:48,19:59,2291
19,哈尔滨西,18:39,18:39,21:50,2530
