Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,重庆北,23:20,23:20,00:00,-
2,涪陵,00:30,00:34,01:10,15
3,秀山,05:49,06:02,06:25,220
4,松桃,06:31,06:38,06:54,266
5,铜仁,07:52,07:58,08:08,323
6,怀化,10:05,10:32,10:15,416
7,娄底,14:39,14:46,14:22,731
8,湘潭,16:03,16:10,15:39,830
9,株洲,17:00,17:22,16:29,856
10,醴陵,17:52,17:56,16:59,898
11,萍乡,18:20,18:25,17:23,937
12,宜春,19:09,19:14,18:07,1008
13,新余,19:49,19:56,18:42,1062
14,鹰潭,22:18,22:29,21:04,1308
15,上饶,23:37,23:43,22:12,1424
16,衢州,01:23,01:26,23:52,1535
17,金华,02:26,02:32,24:52,1621
18,义乌,03:08,03:11,25:28,1669
19,绍兴,04:49,04:52,27:06,1829
20,上虞,05:15,05:24,27:29,1857
21,余姚,05:53,05:57,27:58,1889
22,宁波,06:52,06:52,28:53,1937
