Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,辽源,----,06:02,00:00,-
2,梅河口,07:03,07:11,01:01,73
3,清原,08:38,08:40,02:28,155
4,抚顺北,10:06,10:09,03:54,254
5,沈阳北,10:49,11:09,04:34,298
6,大虎山,12:58,13:02,06:23,425
7,沟帮子,13:30,13:33,06:51,467
8,锦州,14:16,14:21,07:34,531
9,葫芦岛,14:55,14:58,08:08,581
10,绥中,15:42,15:44,08:52,650
11,山海关,16:31,16:37,09:39,715
12,抚宁,17:17,17:19,10:19,763
13,唐山,18:40,18:43,11:40,888
14,塘沽,19:31,19:33,12:28,971
15,天津,20:13,20:19,13:08,1011
16,廊坊北,21:06,21:09,13:55,1074
17,北京,22:12,22:12,14:58,1148
