Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,南昌,----,10:45,00:00,-
2,庐山,11:59,12:03,01:14,116
3,瑞昌,12:22,12:26,01:33,145
4,阳新,13:07,13:11,02:14,206
5,黄石,13:39,13:43,02:42,250
6,鄂州,14:05,14:09,03:04,277
7,武昌,15:15,15:37,04:10,781
8,孝感,16:45,16:48,05:18,445
9,广水,17:37,17:40,06:07,524
10,信阳,18:26,18:29,06:53,532
11,确山,19:33,19:36,07:57,665
12,驻马店,19:50,19:53,08:11,685
13,漯河,20:36,20:39,08:54,1177
14,许昌,21:21,21:25,09:36,805
15,郑州,22:25,22:38,10:36,1317
16,新乡,23:41,23:45,11:39,971
17,卫辉,00:02,00:05,11:56,996
18,鹤壁,00:30,00:33,12:21,1037
19,安阳,01:02,01:04,12:50,1504
20,邯郸,01:41,01:54,13:27,1138
21,邢台,02:25,02:31,13:58,1616
22,石家庄,03:42,03:51,15:09,1725
23,保定,05:12,05:41,16:30,1860
24,高碑店,06:18,06:20,17:07,1444
25,宣化,10:37,10:40,21:24,-
26,张家口,11:06,11:12,21:50,-
27,柴沟堡,11:52,11:55,22:30,1732
28,天镇,12:41,12:44,23:16,1780
29,阳高,13:10,13:12,23:42,1809
30,大同,14:05,14:13,24:35,1866
31,丰镇,14:53,14:55,25:15,1911
32,土贵乌拉,15:35,15:40,25:55,1916
33,集宁南,16:08,16:16,26:23,1947
34,卓资东,16:47,16:49,26:54,2099
35,呼和浩特东,17:43,17:51,27:48,2097
36,呼和浩特,18:05,18:18,28:02,2105
37,察素齐,18:50,18:52,28:34,2156
38,萨拉齐,19:44,19:46,29:26,2210
39,包头东,20:18,20:22,29:58,2254
40,包头,20:40,20:40,30:16,2270
