Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,昆明南,----,08:26,00:00,-
2,曲靖北,09:01,09:03,00:35,10
3,盘州,09:27,09:29,00:59,20
4,安顺西,10:16,10:18,01:46,35
5,贵阳北,10:48,11:00,02:16,40
6,凯里南,11:38,11:40,02:54,50
7,铜仁南,12:15,12:17,03:29,55
8,芷江,12:38,12:40,03:50,119
9,怀化南,12:52,12:55,04:02,94
10,娄底南,13:47,13:49,04:54,301
11,韶山南,14:06,14:08,05:11,404
12,湘潭北,14:22,14:24,05:25,444
13,长沙南,14:37,14:41,05:38,426
14,赤壁北,15:33,15:35,06:30,-
15,武汉,16:10,16:21,07:05,754
16,信阳东,17:04,17:06,07:48,1730
17,驻马店西,17:32,17:34,08:14,1848
18,漯河西,17:53,17:55,08:33,1912
19,郑州东,18:31,18:34,09:09,1290
20,新乡东,18:54,18:56,09:29,-
21,安阳东,19:22,19:24,09:55,-
22,邯郸东,19:41,19:46,10:12,-
23,高邑西,20:15,20:21,10:41,-
24,石家庄,20:36,20:40,10:56,1702
25,保定东,21:16,21:18,11:32,-
26,北京西,21:59,21:59,12:13,1983
