Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,重庆北,----,07:50,00:00,-
2,长寿北,08:20,08:32,00:30,68
3,利川,09:48,09:50,01:46,278
4,恩施,10:22,10:26,02:18,339
5,宜昌东,12:10,12:15,04:02,553
6,荆州,12:49,12:54,04:36,641
7,潜江,13:19,13:21,05:01,711
8,天门南,13:41,13:43,05:21,762
9,汉川,13:59,14:01,05:37,799
10,汉口,14:25,14:39,06:01,845
11,武汉,15:04,15:12,06:26,881
12,咸宁北,15:36,15:41,06:50,961
13,长沙南,16:41,16:44,07:50,1238
14,株洲西,16:59,17:01,08:05,-
15,耒阳西,17:40,17:42,08:44,-
16,乐昌东,18:20,18:22,09:22,-
17,清远,19:03,19:05,10:03,-
18,广州南,19:35,19:44,10:33,1945
19,虎门,20:01,20:07,10:50,1995
20,深圳北,20:25,20:25,11:08,2052
