Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海,----,21:05,00:00,-
2,苏州,21:50,21:54,00:45,91
3,无锡,22:17,22:20,01:08,133
4,南京,23:45,23:51,02:33,308
5,蚌埠,01:23,01:50,04:05,485
6,徐州,03:09,03:17,05:24,649
7,商丘,04:51,04:55,06:58,795
8,郑州,06:37,06:43,08:40,998
9,洛阳,08:15,08:21,10:12,1122
10,西安,12:57,13:05,14:48,1509
11,宝鸡,14:39,14:45,16:22,1649
12,天水,16:17,16:24,17:54,1804
13,兰州,20:01,20:31,21:31,2152
14,武威,23:29,23:35,24:29,2455
15,金昌,00:08,00:10,25:02,2562
16,张掖,01:48,01:56,26:40,2699
17,嘉峪关,03:53,04:01,28:37,2922
18,柳园,06:34,06:46,31:10,3219
19,哈密,09:26,09:46,33:50,3382
20,鄯善北,12:28,12:30,36:32,3663
21,吐鲁番北,13:17,13:19,37:19,3754
22,乌鲁木齐,15:40,15:50,39:40,3917
23,石河子,17:09,17:11,40:59,4222
24,奎屯,18:01,18:07,41:49,4319
25,精河南,19:53,19:55,43:35,-
26,伊宁,22:08,22:08,45:48,4742
