Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,通辽,07:50,07:50,00:00,-
2,西六方,08:16,08:18,00:26,21
3,余粮堡,08:28,08:36,00:36,31
4,太平庄,08:38,08:38,00:38,40
5,瓦房,08:55,08:57,00:55,49
6,东来,09:06,09:08,01:04,59
7,治安,09:19,09:26,01:15,70
8,嘎什甸子,09:38,09:41,01:27,83
9,东明村,09:51,09:53,01:37,95
10,敖来,10:00,10:00,01:44,101
11,八仙筒,10:11,10:17,01:55,111
12,黄花筒,10:27,10:29,02:05,121
13,白音他拉,10:41,11:00,02:17,134
14,昂乃,11:10,11:12,02:27,-
15,嘎什吐,11:24,11:26,02:39,157
16,奈曼,11:35,11:37,02:48,165
17,舍力虎,11:51,11:53,03:02,179
18,四合,12:04,12:06,03:13,187
19,新窝铺,12:14,12:16,03:21,198
20,三义井,12:28,12:30,03:33,210
21,木头营子,12:41,12:43,03:44,222
22,敖汉,12:55,12:57,03:56,234
23,莲花山,13:18,13:20,04:17,259
24,四道湾,13:32,13:34,04:29,273
25,小河沿,13:46,13:48,04:41,286
26,山湾子,14:00,14:02,04:53,298
27,风水沟,14:10,14:10,05:01,305
28,安庆沟,14:18,14:20,05:09,310
29,水地,14:32,14:34,05:21,323
30,东南营子,14:44,14:46,05:31,333
31,赤峰南,15:07,15:07,05:52,-
