Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,深圳,19:50,19:50,00:00,-
2,东莞东,20:31,20:37,00:41,61
3,惠州,21:17,21:23,01:21,115
4,河源,22:11,22:17,02:09,195
5,赣州,01:55,01:59,05:47,511
6,吉安,03:56,04:02,07:44,697
7,南昌西,06:04,06:19,09:46,923
8,九江,07:24,07:28,10:51,1065
9,麻城,09:29,09:31,12:52,1288
10,阜阳,11:27,11:50,14:48,1467
11,亳州,12:42,12:46,15:40,1578
12,商丘南,13:22,13:25,16:16,1642
13,菏泽,14:18,14:21,17:09,1740
14,聊城,15:30,15:36,18:18,1896
15,衡水,17:16,17:21,19:58,2048
16,霸州,18:39,18:41,21:16,2237
17,天津,20:03,20:12,22:38,2324
18,唐山,21:25,21:29,23:51,2438
19,山海关,23:21,23:27,25:43,2602
20,锦州,01:25,01:31,27:41,2786
21,沟帮子,02:11,02:13,28:21,2850
22,盘锦,02:40,02:44,28:48,2881
23,海城,03:42,03:45,29:46,2958
24,鞍山,04:11,04:14,30:12,2994
25,辽阳,04:33,04:36,30:31,3019
26,沈阳北,05:30,05:30,31:25,3029
