Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,烟台,09:23,09:23,00:00,-
2,桃村,10:08,10:11,00:45,54
3,徐家店,10:26,10:29,01:00,-
4,莱阳,10:53,10:56,01:24,98
5,莱西,11:14,11:17,01:42,128
6,蓝村,12:07,12:18,02:32,183
7,胶州,12:34,12:38,02:48,204
8,诸城,13:21,13:25,03:31,223
9,五莲,13:49,13:52,03:55,258
10,莒县,14:19,14:24,04:22,298
11,沂水,14:34,14:40,04:32,308
12,沂南,14:55,15:00,04:47,328
13,临沂东,15:32,15:38,05:19,-
14,郯城,16:18,16:21,05:59,431
15,新沂,16:53,17:12,06:31,466
16,邳州,17:37,17:46,06:56,503
17,徐州,18:41,18:56,07:51,471
18,砀山,19:47,19:51,08:42,926
19,商丘,20:40,20:45,09:31,617
20,宁陵县,21:12,21:22,09:58,652
21,兰考,21:55,22:08,10:31,705
22,开封,22:40,22:45,11:03,748
23,郑州,23:36,00:14,11:54,820
24,许昌,01:09,01:12,12:49,1055
25,驻马店,02:26,02:29,14:03,1175
26,信阳,03:28,03:31,15:02,1271
27,武昌,06:08,06:16,17:39,1109
28,咸宁,07:17,07:21,18:40,1189
29,赤壁,07:56,08:35,19:15,1227
30,岳阳,09:43,09:48,20:23,1324
31,汨罗,10:29,10:37,21:04,1393
32,长沙,11:27,11:47,21:54,1471
33,株洲,12:25,12:34,22:32,1993
34,衡山,13:24,13:27,23:22,2002
35,衡阳,14:03,14:13,23:58,2053
36,耒阳,14:58,15:01,24:43,2116
37,郴州,15:59,16:04,25:41,2200
38,韶关东,17:42,17:48,27:19,2353
39,广州,20:44,20:44,30:15,2574
