Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,乌海西,17:22,17:22,00:00,-
2,乌海,17:45,17:51,00:23,26
3,巴彦高勒,18:47,18:50,01:19,109
4,临河,19:31,19:37,02:00,169
5,乌拉特前旗,20:43,20:45,03:06,283
6,包头,21:54,22:10,04:15,387
7,包头东,22:25,22:29,04:30,403
8,呼和浩特,00:01,00:21,06:02,552
9,集宁南,02:08,02:15,07:49,710
10,丰镇,07:03,07:06,12:37,792
11,大同,07:54,08:05,13:25,837
12,阳高,08:48,08:51,14:08,894
13,天镇,09:14,09:17,14:31,923
14,柴沟堡,10:03,10:06,15:17,971
15,张家口,10:43,10:51,15:54,-
16,宣化,11:11,11:14,16:14,1040
17,下花园,11:34,11:39,16:34,1065
18,北京西,14:22,14:22,19:17,1205
