Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,吉林,09:47,09:47,00:00,-
2,长春,10:27,10:30,00:40,111
3,四平东,11:03,11:05,01:13,241
4,昌图西,11:21,11:23,01:29,292
5,开原西,11:33,11:35,01:39,320
6,沈阳北,12:04,12:07,02:08,421
7,盘锦北,13:04,13:06,03:05,575
8,锦州南,13:31,13:33,03:30,644
9,秦皇岛,14:45,14:48,04:42,825
10,北戴河,14:59,15:08,04:53,854
11,唐山,15:39,15:42,05:24,987
12,滨海北,15:58,16:01,05:40,-
13,军粮城北,16:14,16:17,05:53,-
14,天津西,16:33,16:43,06:09,1106
15,沧州西,17:13,17:15,06:39,-
16,德州东,17:42,17:44,07:06,-
17,济南西,18:08,18:13,07:30,-
18,枣庄,19:04,19:09,08:21,-
19,徐州东,19:27,19:30,08:39,-
20,南京南,20:46,20:48,09:55,-
21,常州北,21:20,21:22,10:27,-
22,苏州北,21:44,21:46,10:49,-
23,昆山南,21:57,21:59,11:00,-
24,上海虹桥,22:16,22:16,11:17,-
