Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,重庆西,10:14,10:14,00:00,-
2,荣昌北,10:43,10:45,00:29,89
3,内江北,11:03,11:07,00:47,149
4,成都东,11:48,11:53,01:28,302
5,德阳,12:17,12:21,01:52,368
6,绵阳,12:38,12:42,02:09,415
7,江油,12:59,13:02,02:26,454
8,广元,13:42,13:48,03:06,580
9,朝天,14:03,14:07,03:21,396
10,宁强南,14:17,14:36,03:31,420
11,汉中,15:02,15:05,03:57,718
12,城固北,15:16,15:18,04:08,-
13,佛坪,15:41,15:49,04:31,593
14,鄠邑,16:19,16:21,05:01,688
15,西安北,16:43,16:54,05:23,960
16,渭南北,17:11,17:18,05:40,1023
17,三门峡南,17:58,18:01,06:20,1217
18,洛阳龙门,18:32,18:39,06:51,1340
19,郑州东,19:17,19:20,07:29,1483
20,开封北,19:40,19:42,07:49,-
21,商丘,20:17,20:19,08:24,1673
22,永城北,20:45,20:47,08:50,1762
23,萧县北,21:00,21:02,09:03,-
24,徐州东,21:21,21:46,09:22,1843
25,枣庄,22:04,22:06,09:40,-
26,滕州东,22:18,22:20,09:52,1944
27,曲阜东,22:37,22:39,10:09,-
28,济南西,23:11,23:11,10:41,-
