Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,长沙南,----,07:21,00:00,-
2,岳阳东,07:54,07:56,00:33,147
3,武汉,08:47,08:55,01:24,362
4,孝感北,09:25,09:27,01:54,488
5,驻马店西,10:05,10:15,02:32,679
6,漯河西,10:33,10:36,02:50,743
7,许昌东,10:54,10:56,03:08,807
8,郑州东,11:19,11:22,03:31,898
9,安阳东,12:03,12:05,04:12,1075
10,邯郸东,12:22,12:26,04:29,1135
11,邢台东,12:42,12:44,04:45,1188
12,石家庄,13:12,13:19,05:13,1310
13,保定东,13:55,14:16,05:49,1452
14,白洋淀,14:30,14:33,06:03,1457
15,胜芳,15:03,15:05,06:33,1467
16,天津西,15:21,15:29,06:49,1472
17,军粮城北,15:47,15:50,07:07,-
18,唐山,16:14,16:22,07:31,-
19,秦皇岛,16:59,17:04,08:08,-
20,葫芦岛北,17:57,17:58,09:01,-
21,锦州南,18:15,18:16,09:18,-
22,沈阳北,19:34,19:37,10:36,-
23,铁岭西,19:56,19:58,10:55,-
24,四平东,20:28,20:30,11:25,-
25,长春西,20:57,20:57,11:52,-
