Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,杭州东,07:39,07:39,00:00,-
2,富阳,08:01,08:03,00:22,-
3,桐庐,08:17,08:19,00:36,-
4,建德,08:33,08:35,00:50,-
5,千岛湖,08:46,08:48,01:01,-
6,黄山北,09:24,09:30,01:37,396
7,婺源,09:51,10:16,01:58,427
8,景德镇北,10:44,10:48,02:26,496
9,鄱阳,11:06,11:08,02:44,531
10,都昌,11:30,11:32,03:06,-
11,湖口,11:47,11:49,03:21,-
12,九江,12:08,12:12,03:40,769
13,阳新,12:50,12:52,04:18,-
14,大冶北,13:06,13:08,04:32,-
15,黄石北,13:16,13:18,04:40,-
16,鄂州,13:29,13:32,04:51,-
17,葛店南,13:43,13:45,05:02,-
18,武汉,14:05,14:10,05:22,770
19,孝感北,14:41,14:43,05:53,-
20,信阳东,15:01,15:08,06:11,-
21,驻马店西,15:33,15:59,06:36,-
22,漯河西,16:17,16:20,06:54,-
23,郑州,17:02,17:06,07:36,951
24,洛阳龙门,17:44,17:46,08:14,756
25,三门峡南,18:17,18:24,08:45,879
26,灵宝西,18:39,18:41,09:00,927
27,华山北,18:58,19:00,09:17,1015
28,西安北,19:30,19:30,09:47,1136
