Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,青岛北,10:25,10:25,00:00,-
2,潍坊北,11:10,11:16,00:45,-
3,青州市北,11:32,11:37,01:01,-
4,淄博北,11:53,11:59,01:17,-
5,邹平,12:10,12:14,01:28,-
6,章丘北,12:23,12:27,01:37,-
7,济南东,12:40,12:46,01:50,375
8,齐河,12:59,13:01,02:03,-
9,禹城东,13:14,13:16,02:16,448
10,德州东,13:32,13:36,02:32,491
11,景州,13:52,13:55,02:48,536
12,衡水北,14:11,14:14,03:04,580
13,辛集南,14:30,14:33,03:20,623
14,石家庄,15:01,15:19,03:48,822
15,邯郸东,15:59,16:02,04:28,-
16,鹤壁东,16:29,16:31,04:55,-
17,新乡东,16:47,16:49,05:11,-
18,郑州东,17:11,17:14,05:33,692
19,洛阳龙门,17:50,17:52,06:09,1170
20,华山北,18:46,18:49,07:03,1429
21,西安北,19:20,19:24,07:34,1550
22,咸阳秦都,19:36,19:38,07:46,-
23,杨陵南,19:56,19:58,08:04,-
24,岐山,20:12,20:14,08:18,-
25,宝鸡南,20:27,20:32,08:31,-
26,天水南,21:17,21:20,09:16,-
27,定西北,22:10,22:12,10:06,-
28,兰州西,22:42,22:42,10:36,-
