Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,重庆西,10:56,10:56,00:00,-
2,桐梓东,13:16,13:33,02:20,168
3,贵阳,15:35,16:07,04:22,357
4,凯里,18:29,18:37,06:44,-
5,怀化,22:50,23:01,10:57,-
6,娄底,02:53,02:59,14:49,-
7,湘潭,04:07,04:13,15:57,-
8,株洲,05:04,05:26,16:48,-
9,醴陵,05:54,05:58,17:16,-
10,萍乡,06:24,06:35,17:42,-
11,宜春,07:18,07:22,18:25,1206
12,新余,07:59,08:03,19:02,-
13,樟树,08:50,08:54,19:49,-
14,丰城,09:11,09:15,20:06,-
15,向塘,09:40,10:10,20:31,-
16,吉安,12:15,12:19,22:36,-
17,兴国,13:30,13:33,23:47,-
18,赣州,15:18,15:50,25:32,-
19,于都,16:25,16:28,26:07,-
20,会昌北,16:55,17:05,26:34,-
21,瑞金,17:26,17:40,26:55,-
22,长汀南,18:04,18:10,27:19,-
23,龙岩,19:21,19:25,28:30,-
24,厦门北,21:21,21:21,30:26,-
