Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,广州南,----,11:47,00:00,-
2,佛山西,12:07,12:09,00:20,5
3,肇庆东,12:30,12:32,00:41,76
4,梧州南,13:21,13:32,01:30,246
5,平南南,13:58,14:00,01:56,330
6,宾阳,14:45,14:47,02:41,613
7,南宁东,15:13,15:22,03:07,758
8,南宁,15:33,15:37,03:18,769
9,隆安东,16:08,16:10,03:49,779
10,平果,16:20,16:24,03:59,779
11,田东北,16:44,16:48,04:19,594
12,百色,17:10,17:14,04:41,824
13,富宁,17:51,17:53,05:18,425
14,珠琳,18:28,18:30,05:53,-
15,普者黑,18:47,18:51,06:10,435
16,弥勒,19:24,19:26,06:43,440
17,石林西,19:43,19:46,07:00,1234
18,昆明南,20:05,20:05,07:19,450
