Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,成都,07:39,07:39,00:00,-
2,绵阳,09:10,09:17,01:31,115
3,江油,09:56,10:00,02:10,157
4,广元,12:48,13:06,04:58,319
5,阳平关,14:35,14:38,06:27,398
6,略阳,16:02,16:35,07:51,454
7,徽县,17:45,17:48,09:01,518
8,两当,18:07,18:09,09:20,534
9,凤县,18:37,18:39,09:48,561
10,凤州,18:58,19:00,10:07,578
11,秦岭,19:53,20:04,11:00,324
12,宝鸡,21:07,21:20,12:03,669
13,咸阳,23:17,23:19,14:00,819
14,西安,23:43,00:03,14:24,842
15,延安,03:14,03:17,17:35,1168
16,吴堡,06:31,06:33,20:49,1373
17,吕梁,07:07,07:11,21:23,1424
18,汾阳,08:02,08:18,22:14,1506
19,文水,08:30,08:33,22:26,1523
20,交城,08:44,08:47,22:37,1537
21,太原南,09:29,09:35,23:19,-
22,太原,09:46,10:10,23:30,1609
23,阳泉北,11:08,11:10,24:28,1726
24,石家庄北,12:15,12:31,25:33,1834
25,辛集,13:26,13:29,26:28,2130
26,饶阳,14:32,14:34,27:31,2028
27,肃宁,14:50,14:52,27:47,-
28,任丘,15:17,15:21,28:12,2093
29,霸州,15:57,16:05,28:48,2148
30,天津,17:29,17:59,30:12,2478
31,唐山,19:19,19:23,31:32,2358
32,秦皇岛,21:05,21:19,33:14,2520
33,山海关,21:44,21:50,33:39,2536
34,沈阳北,01:49,01:57,37:38,2965
35,四平,03:48,04:06,39:29,3105
36,长春,05:48,05:56,41:11,3265
37,德惠,06:43,06:45,41:58,3346
38,扶余,07:28,07:30,42:41,3409
39,哈尔滨,08:46,08:46,43:57,-
