Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,大连,10:06,10:06,00:00,-
2,金州,10:31,10:34,00:25,33
3,瓦房店,11:21,11:25,01:12,105
4,熊岳城,12:14,12:16,02:01,179
5,大石桥,12:58,13:01,02:43,240
6,海城,13:26,13:28,03:08,272
7,鞍山,13:54,13:58,03:34,308
8,辽阳,14:17,14:20,03:53,333
9,苏家屯,14:55,14:58,04:28,381
10,沈阳,15:16,15:26,04:46,397
11,沈阳北,15:33,15:40,04:53,397
12,铁岭,16:21,16:23,05:34,467
13,昌图,17:02,17:04,06:13,532
14,四平,17:43,17:45,06:52,585
15,公主岭,18:19,18:21,07:26,638
16,长春,19:05,19:16,08:10,700
17,德惠,20:07,20:09,09:01,781
18,陶赖昭,20:36,20:38,09:28,823
19,扶余,20:56,20:58,09:46,844
20,哈尔滨,22:23,22:34,11:11,946
21,牡丹江,04:18,04:27,16:55,1301
22,穆棱,05:07,05:09,17:35,1383
23,绥阳,05:40,05:43,18:06,1476
24,绥芬河,06:02,06:02,18:25,1501
