Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,长春,17:05,17:05,00:00,-
2,四平,18:03,18:06,00:58,115
3,沈阳北,19:33,19:41,02:25,310
4,锦州南,21:18,21:24,04:02,523
5,山海关,22:48,22:55,05:26,717
6,秦皇岛,23:20,23:31,05:51,714
7,唐山,01:17,01:21,07:37,953
8,天津,02:46,02:55,09:02,999
9,聊城,06:55,07:01,13:02,1430
10,菏泽,08:09,08:12,14:10,1586
11,亳州,09:39,09:43,15:37,1755
12,阜阳,10:41,11:00,16:35,1859
13,九江,14:58,15:02,20:33,2318
14,南昌,16:26,16:47,21:57,2462
15,吉安,18:59,19:03,24:09,2679
16,井冈山,20:16,20:22,25:22,2845
17,衡阳,22:58,23:18,27:58,2989
18,郴州,00:56,01:00,29:36,2947
19,韶关东,02:36,02:40,31:12,3056
20,广州,05:00,05:22,33:32,3321
21,佛山,05:52,05:58,34:02,3299
22,肇庆,07:03,07:09,35:07,3386
23,茂名,10:07,10:15,38:05,3863
24,湛江西,11:04,11:10,38:54,-
25,海口,16:00,16:30,43:44,4037
26,东方,18:07,18:12,45:21,4468
27,三亚,20:00,20:00,47:09,4625
