Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,临汾,----,18:40,00:00,-
2,洪洞,18:58,19:00,00:18,23
3,赵城,19:14,19:16,00:32,38
4,霍州,19:42,19:45,00:58,65
5,灵石,20:21,20:24,01:34,108
6,介休,20:54,20:58,02:04,135
7,平遥,21:19,21:23,02:25,166
8,祁县,21:38,21:40,02:40,188
9,太谷,21:59,22:01,02:59,211
10,榆次,22:29,22:33,03:27,247
11,太原,22:58,23:11,03:52,274
12,太原东,23:17,23:19,03:58,277
13,忻州,00:22,00:25,05:01,362
14,原平,00:55,01:00,05:31,398
15,宁武,02:03,02:07,06:34,463
16,朔州,02:36,02:42,07:03,500
17,怀仁,03:45,03:49,08:06,587
18,大同,04:34,05:13,08:51,629
19,丰镇,05:50,05:52,09:28,674
20,集宁南,07:14,07:22,10:50,756
21,卓资东,07:54,08:27,11:22,810
22,呼和浩特东,09:49,10:22,12:44,906
23,萨拉齐,11:33,11:53,13:55,1019
24,包头东,12:23,12:34,14:25,1063
25,包头,12:51,12:51,14:42,1079
