Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,杭州东,----,07:33,00:00,-
2,绍兴北,07:53,07:55,00:20,43
3,余姚北,08:18,08:20,00:43,106
4,宁波,08:44,08:49,01:07,155
5,临海,09:35,09:37,01:53,266
6,台州,09:49,09:51,02:05,289
7,绅坊,10:16,10:18,02:30,359
8,温州南,10:39,10:42,02:51,249
9,平阳,10:59,11:01,03:08,-
10,苍南,11:11,11:13,03:18,306
11,太姥山,11:34,11:36,03:39,543
12,宁德,12:08,12:10,04:11,636
13,福州南,12:48,12:53,04:49,430
14,莆田,13:23,13:29,05:19,516
15,泉州,13:54,13:56,05:44,585
16,厦门北,14:21,14:28,06:09,879
17,漳州,14:48,14:50,06:29,992
18,漳浦,15:08,15:10,06:47,1037
19,饶平,15:42,15:44,07:19,-
20,潮汕,16:01,16:05,07:36,1159
21,普宁,16:26,16:28,07:57,-
22,陆丰,16:52,16:54,08:21,-
23,惠东,17:30,17:32,08:57,-
24,深圳北,18:15,18:15,09:40,1464
