Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,厦门北,----,11:54,00:00,-
2,漳州,12:13,12:15,00:19,42
3,龙岩,12:57,13:04,01:01,156
4,漳平西,13:28,13:30,01:25,-
5,永安南,13:58,14:00,01:53,-
6,三明,14:16,14:18,02:09,-
7,三明北,14:33,14:35,02:24,336
8,尤溪,14:53,14:55,02:42,294
9,福州,15:49,15:55,03:36,245
10,宁德,16:40,16:42,04:21,314
11,福鼎,17:24,17:26,05:03,426
12,温州南,18:04,18:09,05:41,520
13,绅坊,18:30,18:32,06:02,573
14,宁波,19:53,19:59,07:23,795
15,余姚北,20:21,20:24,07:45,844
16,绍兴东,20:37,20:40,07:58,849
17,绍兴北,20:51,20:53,08:09,907
18,杭州东,21:14,21:18,08:30,665
19,德清,21:31,21:33,08:43,880
20,湖州,21:46,21:48,08:56,731
21,宜兴,22:06,22:08,09:14,787
22,南京南,22:46,22:46,09:52,916
