Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,满洲里,----,09:05,00:00,-
2,扎赉诺尔西,09:28,09:33,00:23,23
3,扎赉诺尔,09:40,09:42,00:30,29
4,嵯岗,10:03,10:06,00:51,61
5,赫尔洪得,10:27,10:30,01:12,91
6,完工,10:51,10:54,01:33,124
7,乌固诺尔,11:16,11:18,01:55,155
8,海拉尔,11:43,11:53,02:20,186
9,大雁,12:43,12:46,03:10,250
10,牙克石,13:04,13:09,03:28,268
11,免渡河,13:35,13:41,03:54,301
12,博克图,15:03,15:11,05:16,396
13,沟口,15:24,15:26,05:29,408
14,巴林,16:07,16:09,06:10,435
15,哈拉苏,16:40,16:42,06:41,-
16,扎兰屯,17:09,17:12,07:08,475
17,碾子山,17:56,17:58,07:52,580
18,龙江,18:24,18:26,08:18,527
19,虎尔虎拉,18:52,18:53,08:44,557
20,富拉尔基,19:08,19:10,08:59,566
21,昂昂溪,19:24,19:26,09:13,665
22,齐齐哈尔,19:50,19:50,09:37,608
