Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,重庆北,----,07:26,00:00,-
2,涪陵北,08:04,08:06,00:38,92
3,石柱县,08:41,08:43,01:13,183
4,恩施,09:48,09:52,02:18,339
5,宜昌东,11:35,11:42,04:01,553
6,枝江北,12:02,12:04,04:21,597
7,荆州,12:22,12:24,04:39,641
8,汉口,13:37,13:42,05:52,845
9,红安西,14:11,14:18,06:21,917
10,麻城北,14:31,14:54,06:34,956
11,金寨,15:32,15:35,07:12,1065
12,合肥南,16:12,16:33,07:49,1204
13,南京南,17:25,17:31,08:41,1361
14,溧水,17:48,17:51,08:58,1407
15,瓦屋山,18:00,18:02,09:07,1429
16,宜兴,18:23,18:25,09:28,1490
17,湖州,18:43,18:45,09:46,1546
18,杭州东,19:08,19:14,10:09,1814
19,绍兴北,19:34,19:36,10:29,1660
20,绍兴东,19:49,20:04,10:42,1691
21,余姚北,20:15,20:17,10:53,1723
22,宁波,20:39,20:39,11:15,1937
