Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,通辽,12:43,12:43,00:00,-
2,甘旗卡,13:33,13:36,00:50,76
3,彰武,14:21,14:25,01:35,142
4,新立屯,15:02,15:07,02:12,195
5,阜新南,15:56,16:48,03:01,249
6,清河门北,17:10,17:13,03:23,-
7,义县,17:48,17:50,03:58,291
8,锦州,18:43,19:04,04:51,339
9,葫芦岛,19:37,19:39,05:24,389
10,兴城,19:55,19:57,05:40,410
11,绥中,20:28,20:30,06:11,458
12,山海关,21:17,21:23,06:58,523
13,滦县,22:37,22:52,08:12,630
14,唐山,23:43,23:46,09:03,701
15,天津,01:31,01:38,10:48,815
16,沧州,02:58,03:03,12:08,941
17,德州,04:19,04:21,13:24,1099
18,济南,05:50,06:01,14:53,1172
19,泰山,06:54,06:56,15:46,1245
20,兖州,07:54,07:57,16:44,1328
21,滕州,08:35,08:38,17:22,1389
22,徐州,09:56,10:06,18:40,1491
23,宿州,10:53,10:57,19:27,1565
24,蚌埠,11:56,12:00,20:26,1655
25,滁州北,13:18,13:22,21:44,1782
26,南京,14:06,14:16,22:28,1839
27,丹阳,15:15,15:19,23:27,1931
28,常州,15:48,15:51,23:56,2020
29,无锡,16:18,16:22,24:23,2014
30,苏州,17:08,17:12,25:09,2056
31,上海,18:26,18:26,26:23,2147
