Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,宁波,----,00:25,00:00,-
2,余姚,01:05,01:10,00:40,48
3,上虞,01:34,01:40,01:04,80
4,绍兴,02:02,02:08,01:26,108
5,杭州,03:23,03:39,02:41,171
6,芜湖,07:00,07:06,06:02,475
7,巢湖,07:48,07:53,06:44,552
8,合肥,08:42,08:56,07:33,616
9,淮南,09:57,10:03,08:34,711
10,阜阳,12:34,12:46,11:05,837
11,商丘南,15:04,15:09,13:23,-
12,商丘,15:19,15:27,13:33,752
13,宁陵县,15:54,15:58,14:00,-
14,民权,16:12,16:17,14:14,1067
15,兰考,16:39,16:45,14:36,1103
16,开封,17:16,17:21,15:07,1146
17,郑州,18:16,18:29,16:02,1218
18,新乡,20:32,20:32,18:05,1298
