Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海虹桥,----,06:40,00:00,-
2,嘉兴南,07:08,07:10,00:28,84
3,余杭,07:29,07:31,00:47,144
4,杭州东,07:41,07:43,00:57,159
5,绍兴北,08:02,08:04,01:16,202
6,绍兴东,08:16,08:22,01:28,207
7,余姚北,08:33,08:39,01:39,212
8,宁波,09:00,09:08,02:00,261
9,临海,09:54,09:56,02:46,425
10,台州,10:08,10:10,02:58,448
11,永嘉,10:46,10:48,03:34,553
12,温州南,10:58,11:00,03:44,413
13,瑞安,11:11,11:13,03:55,594
14,平阳,11:23,11:25,04:05,-
15,宁德,12:21,12:23,05:01,795
16,连江,12:45,12:48,05:23,851
17,福州南,13:08,13:17,05:43,593
18,莆田,13:47,13:51,06:13,679
19,泉州,14:16,14:18,06:38,748
20,厦门北,14:45,14:50,07:05,819
21,漳州,15:09,15:12,07:24,1151
22,龙岩,15:54,15:59,08:06,1265
23,冠豸山,16:27,16:29,08:34,1332
24,长汀南,16:47,16:49,08:52,1376
25,瑞金,17:05,17:07,09:08,1410
26,于都,17:35,17:37,09:36,1482
27,赣州,18:04,18:04,10:03,1536
