Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,深圳北,----,11:18,00:00,-
2,汕尾,12:15,12:17,00:57,156
3,潮阳,13:01,13:08,01:41,279
4,潮汕,13:24,13:29,01:57,305
5,饶平,13:48,13:50,02:16,346
6,诏安,14:02,14:04,02:28,364
7,漳浦,14:28,14:30,02:52,427
8,漳州,14:49,14:51,03:11,562
9,厦门北,15:12,15:16,03:32,514
10,泉州,15:41,15:45,03:57,585
11,莆田,16:10,16:12,04:22,654
12,福州南,16:42,16:49,04:52,740
13,连江,17:07,17:09,05:10,772
14,宁德,17:31,17:33,05:32,828
15,太姥山,18:05,18:07,06:04,921
16,苍南,18:28,18:30,06:25,977
17,瑞安,18:46,18:48,06:41,1011
18,温州南,18:59,19:01,06:52,1034
19,绅坊,19:22,19:24,07:13,1087
20,温岭,19:42,19:44,07:31,1133
21,宁波,20:46,20:50,08:33,1309
22,余姚北,21:13,21:15,08:56,1358
23,绍兴北,21:38,21:40,09:19,1421
24,杭州东,22:01,22:01,09:40,1411
