Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,银川,----,11:58,00:00,-
2,青铜峡,12:48,12:50,00:50,66
3,中卫,14:09,14:28,02:09,162
4,固原,17:24,17:32,05:05,379
5,平凉,18:57,19:05,06:30,470
6,安口窑,19:56,19:59,07:21,519
7,张家川,20:54,20:56,08:16,-
8,清水县,21:20,21:22,08:40,-
9,天水,21:50,21:56,09:08,-
10,甘谷,22:38,22:40,09:50,-
11,陇西,23:29,23:31,10:39,-
12,兰州,01:39,01:56,12:47,468
13,渭源,03:22,03:27,14:13,602
14,哈达铺,04:41,04:45,15:27,709
15,陇南,06:04,06:08,16:46,838
16,广元,07:46,08:02,18:24,1023
17,江油,10:39,10:46,21:01,1185
18,绵阳,12:06,12:11,22:21,1227
19,成都,13:51,13:51,24:01,1842
