Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,沈阳,17:23,17:23,00:00,-
2,沈阳北,17:30,17:38,00:07,3
3,铁岭,18:19,18:21,00:48,70
4,开原,18:43,18:45,01:10,104
5,昌图,19:07,19:09,01:32,135
6,四平,19:48,19:51,02:11,188
7,公主岭,20:24,20:26,02:44,241
8,长春,21:10,21:20,03:28,303
9,哈尔滨东,00:21,00:54,06:29,558
10,绥化,02:14,02:17,07:49,674
11,庆安,02:57,02:59,08:29,728
12,铁力,03:33,03:35,09:03,776
13,朗乡,04:38,04:40,10:06,856
14,南岔,05:20,05:26,10:46,903
15,晨明,05:50,05:54,11:10,-
16,威岭,06:05,06:09,11:21,950
17,浩良河,06:24,06:27,11:36,969
18,香兰,06:40,06:47,11:49,987
19,汤原,07:02,07:12,12:04,1006
20,莲江口,07:40,07:44,12:32,1044
21,佳木斯,07:56,07:56,12:44,1056
