Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,杭州东,----,08:19,00:00,-
2,绍兴北,08:38,08:43,00:19,43
3,绍兴东,08:55,08:57,00:31,48
4,余姚北,09:08,09:12,00:42,106
5,宁波,09:33,09:39,01:03,155
6,临海,10:25,10:27,01:49,266
7,台州,10:39,10:41,02:01,289
8,雁荡山,10:59,11:01,02:19,301
9,温州南,11:29,11:31,02:47,249
10,平阳,11:48,11:50,03:04,-
11,福鼎,12:13,12:15,03:27,524
12,宁德,12:52,12:54,04:04,636
13,连江,13:16,13:18,04:26,621
14,福州南,13:38,13:45,04:46,430
15,莆田,14:15,14:17,05:16,516
16,泉州,14:42,14:44,05:41,585
17,厦门北,15:12,15:16,06:09,879
18,漳州,15:35,15:37,06:28,992
19,潮汕,16:36,16:39,07:27,1159
20,普宁,17:00,17:02,07:48,-
21,陆丰,17:26,17:28,08:12,-
22,深圳坪山,18:21,18:23,09:05,1428
23,深圳北,18:47,18:47,09:29,1464
