Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,菏泽,06:50,06:50,00:00,-
2,济宁,07:56,07:58,01:06,107
3,兖州,08:27,08:33,01:35,139
4,曲阜,09:01,09:05,02:03,170
5,泗水,09:50,09:55,02:48,193
6,平邑,10:21,10:29,03:14,234
7,临沂,11:26,11:32,04:11,321
8,临沂东,11:50,11:56,04:29,-
9,沂南,12:24,12:27,04:57,381
10,沂水,12:42,12:45,05:12,-
11,莒县,12:55,13:01,05:22,411
12,五莲,14:29,14:31,06:50,451
13,诸城,15:05,15:10,07:24,486
14,胶州,16:29,16:31,08:43,600
15,蓝村,16:52,17:01,09:04,621
16,青岛北,17:29,17:33,09:32,-
17,青岛,17:56,17:56,09:55,673
