Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,深圳北,07:19,07:19,00:00,-
2,深圳坪山,07:39,07:41,00:20,36
3,鲘门,08:12,08:14,00:51,123
4,普宁,08:59,09:01,01:36,252
5,饶平,09:41,09:47,02:16,346
6,云霄,10:07,10:09,02:36,396
7,漳浦,10:23,10:25,02:50,427
8,漳州,10:43,10:46,03:08,562
9,厦门北,11:05,11:11,03:27,514
10,泉州,11:36,11:38,03:52,585
11,仙游,11:56,12:04,04:10,720
12,莆田,12:15,12:17,04:21,654
13,福清,12:36,12:38,04:40,704
14,福州南,12:53,12:56,04:55,740
15,福州,13:13,13:16,05:12,759
16,延平,13:55,13:57,05:51,-
17,南平市,14:29,14:29,06:23,-
