Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,厦门,08:12,08:12,00:00,-
2,晋江,08:50,08:52,00:38,77
3,泉州,09:04,09:06,00:50,102
4,莆田,09:31,09:35,01:15,171
5,尤溪,10:28,10:30,02:08,325
6,三明北,10:48,10:52,02:26,367
7,南城,12:00,12:02,03:34,570
8,抚州,12:21,12:23,03:53,618
9,南昌西,13:01,13:10,04:31,719
10,共青城,13:38,13:40,04:59,798
11,枫林,14:18,14:20,05:37,894
12,阳新,14:32,14:34,05:49,920
13,黄石北,14:52,14:54,06:07,967
14,鄂州,15:05,15:07,06:18,996
15,武汉,15:30,15:37,06:41,1052
16,汉口,15:55,16:01,06:59,1088
17,天门南,16:36,16:38,07:34,1171
18,潜江,16:58,17:07,07:54,1222
19,荆州,17:34,17:36,08:21,1292
20,宜昌东,18:12,18:16,08:57,1380
21,恩施,20:00,20:12,10:41,1594
22,利川,20:47,20:49,11:16,1655
23,丰都,21:46,21:48,12:13,1799
24,涪陵北,22:08,22:10,12:33,1841
25,重庆北,22:52,22:52,13:15,2020
