Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海虹桥,----,13:25,00:00,-
2,嘉兴南,13:53,13:56,00:28,84
3,海宁西,14:12,14:13,00:44,133
4,杭州东,14:26,14:29,00:57,159
5,诸暨,14:52,14:54,01:20,252
6,金华,15:19,15:21,01:45,352
7,衢州,15:42,15:44,02:06,438
8,上饶,16:11,16:13,02:33,545
9,鹰潭北,16:39,16:41,02:59,650
10,南昌西,17:16,17:20,03:34,795
11,新余北,17:52,17:54,04:06,917
12,宜春,18:09,18:17,04:21,957
13,长沙南,18:59,19:03,05:03,1128
14,湘潭北,19:17,19:23,05:17,1149
15,娄底南,19:49,19:52,05:43,1262
16,双峰北,20:03,20:05,05:54,1262
17,邵东,20:25,20:27,06:14,1267
18,邵阳,20:43,20:43,06:30,1301
