Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,宝鸡,----,10:05,00:00,-
2,蔡家坡,10:38,10:40,00:33,10
3,杨陵,11:09,11:12,01:02,55
4,武功,11:22,11:25,01:12,67
5,咸阳,11:58,12:02,01:45,117
6,西安,12:26,13:08,02:09,140
7,渭南,13:47,13:50,02:48,229
8,三门峡,16:32,16:35,05:30,-
9,洛阳,18:16,18:21,07:11,560
10,巩义,19:11,19:14,08:01,-
11,郑州,20:11,20:21,08:58,684
12,开封,21:09,21:13,09:46,756
13,兰考,21:41,21:45,10:14,-
14,民权,22:07,22:10,10:36,-
15,商丘,22:50,22:57,11:16,887
16,砀山,23:49,23:52,12:08,950
17,徐州,00:58,01:17,13:14,1033
18,泰山,04:26,04:36,16:23,-
19,大明湖,06:36,06:42,18:23,-
20,淄博,08:15,08:18,19:56,-
21,潍坊,09:13,09:16,20:51,-
22,胶州,10:16,10:22,21:51,-
23,蓝村,10:38,10:44,22:07,-
24,莱阳,11:41,11:48,23:04,-
25,桃村,12:24,12:29,23:40,-
26,烟台,13:29,13:29,24:40,-
