Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,通化,----,06:05,00:00,-
2,道清,06:45,06:47,00:40,38
3,老营,06:57,06:59,00:50,44
4,白山市,07:15,07:20,01:06,60
5,江源,07:40,07:42,01:26,76
6,大东,08:09,08:11,01:53,96
7,湾沟,08:26,08:28,02:08,107
8,青沟子,08:45,08:45,02:25,123
9,松树镇,09:04,09:08,02:44,134
10,氡泉,09:30,09:31,03:06,153
11,仙人桥,09:40,09:42,03:15,159
12,黄泥崴子,09:50,09:50,03:23,160
13,小山,10:05,10:05,03:38,175
14,松江河,10:25,10:29,03:58,187
15,柳毛沟,10:45,10:45,04:14,191
16,板石河,10:56,10:56,04:25,195
17,泉阳,11:01,11:03,04:30,211
18,影壁山,11:10,11:10,04:37,222
19,砬子河,11:34,11:41,05:01,230
20,露水河,11:53,11:55,05:13,221
21,二岔,12:00,12:00,05:18,251
22,火炬沟,12:10,12:10,05:28,260
23,白河,12:32,12:32,05:50,251
