Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海虹桥,----,07:37,00:00,-
2,松江南,07:51,07:52,00:14,31
3,嘉兴南,08:11,08:13,00:33,84
4,杭州东,08:38,08:42,00:58,159
5,绍兴北,09:01,09:03,01:17,202
6,余姚北,09:22,09:25,01:36,212
7,宁波,09:46,09:52,01:57,261
8,宁海,10:20,10:22,02:25,386
9,三门县,10:37,10:39,02:40,420
10,温岭,11:05,11:07,03:06,472
11,绅坊,11:25,11:27,03:24,518
12,温州南,11:48,11:50,03:45,413
13,瑞安,12:01,12:03,03:56,594
14,宁德,13:05,13:07,04:58,795
15,罗源,13:19,13:21,05:10,829
16,福州南,13:51,13:55,05:40,593
17,莆田,14:25,14:27,06:10,679
18,泉州,14:53,14:55,06:36,748
19,厦门北,15:22,15:26,07:03,819
20,漳州,15:45,15:47,07:22,1151
21,南靖,16:02,16:04,07:37,1257
22,龙岩,16:35,16:35,08:08,1265
