Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,威海,----,09:20,00:00,-
2,威海北,09:27,09:28,00:07,5
3,烟台南,09:52,09:54,00:31,65
4,桃村北,10:10,10:11,00:47,109
5,莱阳,10:32,10:34,01:08,151
6,夏格庄,10:52,10:54,01:26,-
7,高密,11:32,11:35,02:04,301
8,潍坊,12:02,12:05,02:31,398
9,淄博,12:40,12:42,03:06,498
10,济南,13:29,13:31,03:53,608
11,济南西,13:47,13:50,04:09,616
12,齐河,14:05,14:07,04:24,-
13,禹城东,14:20,14:22,04:37,666
14,德州东,14:40,14:42,04:55,709
15,衡水北,15:09,15:11,05:22,798
16,辛集南,15:27,15:29,05:38,841
17,石家庄东,15:48,15:50,05:57,896
18,石家庄,16:05,16:05,06:12,914
