Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,红果,07:30,07:30,00:00,-
2,上西铺,07:40,07:42,00:10,8
3,鲁番,07:54,07:56,00:22,18
4,威箐,08:11,08:13,00:37,30
5,小雨谷,08:25,08:28,00:49,40
6,瓦窑田,08:42,08:49,01:03,51
7,新坪田,09:01,09:04,01:15,59
8,威舍,09:15,09:45,01:26,68
9,大田边,09:55,09:57,01:36,77
10,革居,10:14,10:16,01:53,91
11,岔江,10:27,10:29,02:04,100
12,小得江,10:43,10:45,02:18,110
13,江所田,10:57,10:59,02:30,121
14,芦沟,11:10,11:21,02:41,132
15,罗平,11:31,11:35,02:51,141
16,羊者窝,11:48,11:59,03:04,153
17,中寨,12:12,12:36,03:17,165
18,新安,12:48,12:54,03:29,175
19,师宗,13:05,13:08,03:40,187
20,长坡岭,13:19,13:27,03:51,198
21,秧草地,13:36,13:42,04:00,207
22,陆良,13:56,14:01,04:14,222
23,宜耐,14:12,14:15,04:25,233
24,西街口,14:25,14:31,04:35,243
25,茂舍祖,14:43,14:45,04:47,255
26,石林,14:55,14:57,04:57,265
27,石林南,15:04,15:06,05:04,270
28,班猫箐,15:17,15:19,05:15,281
29,宜良北,15:31,15:34,05:27,293
30,乐善村,15:46,15:50,05:39,305
31,永丰营,16:08,16:11,05:57,317
32,施家嘴,16:26,16:29,06:12,329
33,七甸,16:41,16:44,06:24,340
34,广南卫,16:55,17:00,06:35,351
35,王家营西,17:10,17:12,06:45,359
36,昆明,17:50,17:50,07:23,261
