Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,兰州西,----,10:49,00:00,-
2,通渭,11:40,11:42,00:51,5
3,天水南,12:11,12:14,01:20,10
4,宝鸡南,12:58,13:02,02:04,15
5,杨陵南,13:24,13:26,02:26,93
6,咸阳秦都,13:45,13:47,02:45,152
7,西安北,13:59,14:14,02:57,182
8,华山北,14:44,14:46,03:27,308
9,三门峡南,15:12,15:15,03:53,444
10,洛阳龙门,15:46,15:48,04:24,562
11,郑州,16:26,16:29,05:02,1073
12,许昌东,17:01,17:03,05:34,1173
13,漯河西,17:19,17:25,05:50,1237
14,驻马店西,17:43,17:45,06:08,1301
15,明港东,18:02,18:04,06:25,1369
16,信阳东,18:17,18:19,06:38,1419
17,孝感北,18:37,18:53,06:56,1492
18,武汉,19:25,19:25,07:28,1618
