Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,大连,14:05,14:05,00:00,-
2,金州,14:30,14:33,00:25,33
3,普兰店,15:04,15:07,00:56,78
4,瓦房店,15:26,15:29,01:15,105
5,熊岳城,16:17,16:19,02:03,179
6,盖州,16:40,16:42,02:24,210
7,大石桥,17:08,17:12,02:50,240
8,海城,17:39,17:42,03:17,272
9,鞍山,18:09,18:13,03:44,308
10,辽阳,18:30,18:34,04:01,333
11,沈阳,19:24,19:41,04:51,397
12,抚顺北,20:33,20:39,05:43,387
13,清原,22:08,22:13,07:12,561
14,梅河口,23:44,00:09,08:43,643
15,通化,02:23,02:43,10:57,773
16,白山市,03:45,03:51,11:59,833
17,氡泉,05:38,05:39,13:46,926
18,松江河,06:20,06:28,14:27,960
19,白河,08:01,08:01,16:00,1050
