Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,北海,----,08:27,00:00,-
2,钦州东,09:02,09:04,00:35,91
3,南宁,10:01,10:24,01:32,208
4,南宁东,10:35,10:41,01:43,219
5,柳州,11:45,11:48,02:47,997
6,永福南,12:34,12:36,03:33,1109
7,桂林北,13:08,13:12,04:05,1161
8,三江南,13:49,13:51,04:42,1171
9,从江,14:12,14:14,05:03,1223
10,都匀东,15:01,15:03,05:50,1381
11,龙里北,15:28,15:30,06:15,-
12,贵阳东,15:49,15:53,06:34,1014
13,遵义,16:42,16:44,07:23,1137
14,桐梓东,17:05,17:07,07:44,-
15,綦江东,17:46,17:54,08:23,1297
16,重庆西,18:20,18:26,08:49,1358
17,内江北,19:15,19:17,09:38,1507
18,资中北,19:29,19:36,09:50,-
19,资阳北,19:51,19:53,10:05,-
20,成都东,20:22,20:22,10:34,1660
