Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,佛山西,----,07:07,00:00,-
2,三水南,07:19,07:21,00:12,-
3,肇庆东,07:34,07:36,00:25,43
4,云浮东,07:57,07:59,00:46,-
5,梧州南,08:31,08:34,01:18,-
6,桂平,09:10,09:13,01:54,-
7,贵港,09:32,09:34,02:13,-
8,宾阳,09:55,09:57,02:34,-
9,南宁东,10:23,10:27,03:00,712
10,南宁,10:38,10:43,03:11,541
11,隆安东,11:14,11:16,03:42,-
12,平果,11:26,11:30,03:52,-
13,田阳,11:56,11:58,04:18,-
14,百色,12:14,12:19,04:34,764
15,富宁,12:56,12:58,05:11,-
16,普者黑,13:45,13:49,05:58,-
17,弥勒,14:22,14:24,06:31,-
18,昆明南,14:55,15:04,07:02,1250
19,昆明,15:22,15:27,07:20,-
20,楚雄,16:22,16:24,08:15,-
21,南华,16:39,16:51,08:30,-
22,大理,17:37,17:37,09:16,-
