Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,成都东,----,09:30,00:00,-
2,新津,09:50,09:52,00:20,36
3,眉山东,10:07,10:09,00:35,52
4,乐山,10:28,10:30,00:54,105
5,宜宾西,11:11,11:15,01:35,-
6,毕节,12:16,12:20,02:36,-
7,贵阳东,13:06,13:10,03:22,646
8,凯里南,13:44,13:46,03:56,763
9,铜仁南,14:21,14:23,04:31,903
10,芷江,14:44,14:46,04:52,-
11,怀化南,14:59,15:05,05:05,1010
12,溆浦南,15:25,15:31,05:25,-
13,娄底南,16:07,16:09,06:01,1217
14,韶山南,16:27,16:29,06:19,-
15,长沙南,16:50,16:53,06:40,1556
16,宜春,17:33,17:35,07:20,1312
17,高安,18:06,18:08,07:51,-
18,南昌西,18:23,18:26,08:06,1528
19,鹰潭北,19:01,19:03,08:41,-
20,上饶,19:29,19:31,09:07,1886
21,江山,19:52,19:54,09:28,1962
22,衢州,20:05,20:07,09:39,1997
23,金华,20:28,20:30,10:00,-
24,义乌,20:46,20:48,10:16,2131
25,杭州东,21:21,21:25,10:49,1930
26,嘉兴南,21:49,21:52,11:13,-
27,上海虹桥,22:20,22:20,11:41,1985
