Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,大连,07:34,07:34,00:00,-
2,大连北,07:51,08:03,00:17,17
3,金州,08:15,08:19,00:29,33
4,普兰店,08:50,08:53,01:00,78
5,瓦房店,09:12,09:15,01:19,105
6,熊岳城,10:03,10:06,02:07,179
7,盖州,10:26,10:28,02:27,210
8,大石桥,10:53,10:56,02:52,240
9,海城,11:20,11:23,03:16,272
10,鞍山,11:49,11:52,03:42,308
11,辽阳,12:11,12:15,04:01,333
12,苏家屯,12:46,12:59,04:32,381
13,沈阳,13:17,13:32,04:50,397
14,沈阳北,13:39,13:47,04:57,397
15,铁岭,14:28,14:30,05:38,467
16,昌图,15:23,15:25,06:31,532
17,四平,16:04,16:06,07:10,585
18,郭家店,16:24,16:26,07:28,611
19,公主岭,16:44,16:46,07:46,638
20,长春,17:30,17:39,08:30,700
21,德惠,18:26,18:28,09:17,781
22,扶余,19:09,19:11,09:58,844
23,双城堡,19:47,19:49,10:34,895
24,哈尔滨,20:30,20:52,11:15,946
25,哈尔滨北,21:05,21:10,11:28,959
26,安达,22:21,22:26,12:39,1073
27,扎兰屯,02:03,02:11,16:16,1330
28,牙克石,05:30,05:36,19:35,1581
29,大雁,05:53,05:56,19:52,1599
30,海拉尔,06:50,07:02,20:46,1663
31,完工,07:42,07:44,21:26,1772
32,嵯岗,08:23,08:26,22:05,1835
33,扎赉诺尔西,08:57,09:02,22:36,1873
34,满洲里,09:27,09:27,23:01,1896
