Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,广州,----,14:56,00:00,-
2,韶关东,17:32,17:38,02:36,221
3,郴州,19:17,19:22,04:15,374
4,衡阳,21:16,21:21,06:09,521
5,株洲,22:46,22:54,07:34,655
6,湘潭,23:23,23:28,08:03,681
7,娄底,00:35,00:41,09:10,780
8,怀化,04:38,04:50,13:07,1095
9,铜仁,05:53,05:59,14:10,1188
10,秀山,07:07,07:15,15:18,1291
11,酉阳,07:45,07:48,15:48,1335
12,彭水,09:33,09:37,17:33,1481
13,涪陵,11:05,11:14,19:01,1597
14,重庆北,12:48,13:16,20:35,1697
15,华蓥,14:27,14:30,21:46,1809
16,广安,14:45,14:48,22:01,2079
17,渠县,15:16,15:20,22:29,2041
18,达州,16:14,16:14,23:23,1691
