Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,延安,13:25,13:25,00:00,-
2,富县东,14:07,14:09,00:42,70
3,西安,16:53,17:14,03:26,326
4,渭南,17:54,17:56,04:06,382
5,潼关,19:00,19:03,05:10,-
6,灵宝,20:01,20:10,06:08,538
7,三门峡,20:51,20:54,06:49,591
8,洛阳,22:36,22:41,08:31,713
9,郑州,00:12,00:27,10:02,837
10,商丘,02:34,02:39,12:09,1040
11,徐州,04:33,04:48,14:03,1186
12,蚌埠,06:31,06:47,15:46,1350
13,滁州北,08:09,08:34,17:08,1477
14,南京,09:38,09:45,18:12,1534
15,镇江,10:25,10:43,18:52,1598
16,常州,11:34,11:43,19:43,-
17,无锡,12:10,12:14,20:10,-
18,苏州,12:42,12:46,20:38,1719
19,上海,13:48,13:48,21:40,1697
