Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,福州,----,08:13,00:00,-
2,古田北,08:38,08:40,00:25,5
3,延平,08:54,08:56,00:39,-
4,南平市,09:22,09:24,01:05,-
5,上饶,09:54,09:58,01:35,30
6,婺源,10:21,10:23,01:58,30
7,黄山北,10:47,10:50,02:22,35
8,绩溪北,11:04,11:06,02:36,40
9,泾县,11:26,11:28,02:56,45
10,铜陵北,11:45,11:47,03:13,55
11,无为,11:59,12:01,03:25,60
12,合肥南,12:31,12:42,03:55,70
13,淮南南,13:21,13:23,04:34,-
14,寿县,13:32,13:34,04:43,-
15,颍上北,13:51,13:53,05:00,-
16,阜阳西,14:10,14:12,05:17,-
17,太和东,14:23,14:25,05:28,-
18,亳州南,14:45,14:47,05:48,-
19,芦庙,14:58,15:00,05:59,-
20,商丘东,15:13,15:15,06:12,-
21,商丘,15:25,15:30,06:22,1286
22,兰考南,15:57,15:59,06:49,294
23,郑州东,16:31,16:36,07:21,299
24,洛阳龙门,17:13,17:15,07:58,1619
25,灵宝西,17:56,17:58,08:39,1790
26,华山北,18:15,18:18,08:56,1843
27,西安北,18:49,18:57,09:27,1964
28,杨陵南,19:23,19:25,09:53,-
29,宝鸡南,19:48,19:51,10:16,-
30,天水南,20:36,20:39,11:01,-
31,兰州西,21:55,21:55,12:17,-
