Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,盐城,07:05,07:05,00:00,-
2,淮安东,07:37,07:40,00:32,-
3,泗阳,07:57,07:59,00:49,-
4,宿迁,08:14,08:17,01:04,-
5,观音机场,08:39,08:41,01:26,-
6,徐州东,08:56,09:02,01:41,-
7,永城北,09:27,09:30,02:06,-
8,商丘,09:53,09:57,02:29,-
9,兰考南,10:21,10:33,02:53,-
10,开封北,10:49,10:51,03:09,-
11,郑州东,11:12,11:41,03:30,-
12,许昌东,12:03,12:05,03:52,-
13,漯河西,12:21,12:37,04:08,-
14,信阳东,13:15,13:17,04:46,-
15,武汉,14:01,14:08,05:30,-
16,赤壁北,14:42,15:00,06:04,-
17,岳阳东,15:21,15:23,06:25,-
18,长沙南,15:57,16:02,06:59,-
19,湘潭北,16:16,16:18,07:13,-
20,邵阳北,16:55,16:57,07:50,-
21,怀化南,17:38,17:42,08:31,-
22,芷江,17:54,17:56,08:43,-
23,铜仁南,18:17,18:19,09:04,-
24,凯里南,18:55,18:57,09:40,-
25,贵阳北,19:35,19:35,10:18,-
